word,grade,pos,frequency,hint,explanation,source
θεσσαλονίκη,4,noun,9,"Μαλλιάρης-Παιδεία Α.Ε., θεσσαλονίκη, 1991 w Τι ζήτησε ο Ιμπραήμ από τους Μεσσήνιους;",,glossa-d-dim
χρειάζεται,4,noun,12,Δυο ειδών υλικά χρειάζεται η νοικοκυρά.,,glossa-d-dim
ελληνική,4,noun,16,Η ελληνική μυθολογία έχει πολλές ιστορίες.,,glossa-d-dim
χρησιμοποιώ,4,verb,24,Να χρησιμοποιώ παρομοιώσεις όταν μιλάω και όταν γράφω.,,glossa-d-dim
έτσι,4,noun,60,"έτσι, θα σχηματιστεί μια λέξη που επαναλαμβάνεται συχνά στο κείμενο.",,glossa-d-dim
συζητήστε,4,noun,39,Συζητήστε στην τάξη για ποιους λόγους ένας μαθητής αλλάζει σχολείο.,,glossa-d-dim
κοκκινίζουν,4,verb,2,Ανάμεσα στις ελιές κοκκινίζουν σαν παπαρούνες οι στέγες διασκορπισμένων εξοχικών σπιτιών.,,glossa-d-dim
διαβάζουμε,4,verb,9,"Στον ευθύ λόγο ακούμε ή διαβάζουμε τα λόγια κάποιου, όπως ακριβώς τα είπε.",,glossa-d-dim
παραπάνω,4,verb,30,"Αν θέλετε, χρωματίστε τες στο παραπάνω κείμενο με το αντίστοιχο χρώμα.",,glossa-d-dim
φανερώνουν,4,verb,20,Τα επιρρήματα που μας φανερώνουν χρόνο λέγονται χρονικά και απαντούν στην ερώτηση: πότε;,,glossa-d-dim
άρχισε,4,noun,19,"Σταδιακά, βέβαια, ο Οργανισμός Ύδρευσης άρχισε να εφοδιάζει όλα τα σπίτια με νερό.",,glossa-d-dim
μπορείτε,4,noun,25,μπορείτε να τις γράψετε εσείς σωστά;,,glossa-d-dim
αντίστοιχο,4,noun,15,"Αν θέλετε, χρωματίστε τες στο παραπάνω κείμενο με το αντίστοιχο χρώμα.",,glossa-d-dim
λέγονται,4,noun,39,Tα ρήματα που συνδέουν το υποκείμενο με το κατηγορούμενο λέγονται συνδετικά.,,glossa-d-dim
δισύλλαβες,4,noun,3,"δισύλλαβες: μετά, παρά, αντί, από, κατά, δίχως, χωρίς κτλ.",,glossa-d-dim
κειμένου,4,noun,33,Διαβάστε τι έγραψε και παρατηρήστε τις χρωματισμένες λέξεις στην πρώτη πρόταση του…,,glossa-d-dim
μιας,4,noun,24,"Στων βημάτων του τα χνάρια διαμαντάκια θε να βρεις, σταγονίτσες, σταγονίτσες μιας…",,glossa-d-dim
ποιους,4,noun,13,Συζητήστε στην τάξη για ποιους λόγους ένας μαθητής αλλάζει σχολείο.,,glossa-d-dim
υπάρχουν,4,verb,26,Στο σχολείο του μέλλοντος δε θα υπάρχουν σχολικά βιβλία.,,glossa-d-dim
καλλιόπη,4,noun,19,Η Καλλιόπη διηγήθηκε το ίδιο περιστατικό στη μητέρα της με διαφορετικό τρόπο.,,glossa-d-dim
σημασία,4,noun,31,Βρείτε τη στο λεξικό σας και γράψτε τη σημασία της.,,glossa-d-dim
υπάρχει,4,verb,25,Ο ψαράς όμως είναι ένα επάγγελμα που υπάρχει και σήμερα.,,glossa-d-dim
σπίτι,4,noun,53,Τα σχολικά βιβλία δεν έχουν καταργηθεί αλλά χρησιμεύουν μόνο για τη μελέτη στο σπίτι.,,glossa-d-dim
ιστορία,4,noun,45,Ποια πρόσωπα μιλούν σ’ αυτή την ιστορία;,,glossa-d-dim
αντιγράψτε,4,noun,25,Βρείτε στο ποίημα και άλλες λέξεις που γράφονται με δύο όμοια σύμφωνα και αντιγράψτε τες.,,glossa-d-dim
μαζί,4,noun,60,μαζί αυτή τη χρονιά θα πετάξουμε στον συναρπαστικό κόσμο των λέξεων.,,glossa-d-dim
σήμερα,4,noun,36,σήμερα όμως μπορώ να την ανέβω φανερά.,,glossa-d-dim
όπου,4,noun,43,Κατοικούσαν κοντά στους ποταμούς αλλά και στα βουνά από όπου πηγάζουν οι ποταμοί.,,glossa-d-dim
ερωτήσεις,4,verb,21,Η Ραλλού θα σας βοηθήσει με τις κατάλληλες ερωτήσεις.,,glossa-d-dim
φωνή,4,noun,42,"Και το παιδί διάβασε με τρεμάμενη φωνή: «Περιβάλλον, SOS!!!».",,glossa-d-dim
ποίημα,4,noun,34,Απαγγείλαμε ένα ποίημα στην τάξη.,,glossa-d-dim
κάνουμε,4,verb,19,Ποια προετοιμασία πρέπει να κάνουμε στα φασολάκια πριν τα ρίξουμε στην κατσαρόλα;,,glossa-d-dim
χρόνο,4,noun,47,Ο νερουλάς δεν εργαζόταν όλο τον χρόνο.,,glossa-d-dim
κάποια,4,noun,32,Οι χρωματισμένες ταινίες περιγράφουν κάποια ζώα.,,glossa-d-dim
κουλουράκια,4,noun,14,Ζυμώνουμε μαλακή ζύμη και πλάθουμε τα κουλουράκια.,,glossa-d-dim
συμμαθητές,4,noun,9,"Ο Σεπτέμβρης πάντα, δες, έχει όλα τα παιδάκια φίλους και συμμαθητές.",,glossa-d-dim
δρόμο,4,noun,46,Κατεβείτε ήρεμα και θέλω να σας δω να περ νάτε τον δρόμο.,,glossa-d-dim
οδηγίες,4,noun,23,"οδηγίες μπορούμε να δώσουμε με: w την προστακτική, π.χ.",,glossa-d-dim
τρόπο,4,noun,45,Να διαβάζω και να γράφω λέξεις ή φράσεις με σύντομο τρόπο (συντομογραφίες).,,glossa-d-dim
εφημερίδα,4,noun,22,Το πρώτο κείμενο είναι μια είδηση που δημοσιεύτηκε στην εφημερίδα «Τα Ευρυτανικά Νέα».,,glossa-d-dim
λέξης,4,noun,20,Εξηγήστε στη Ζωή τη σημασία της λέξης «κυκλοφορία» σε καθέναν από τους παρακάτω τίτλους.,,glossa-d-dim
μέλλον,4,noun,15,"Στο μέλλον οι μαθητές θα χρησιμοποιούν, αντί για τσάντες, λεπτές οθόνες υπολογιστών.",,glossa-d-dim
τραγούδια,4,noun,9,Θα τραγουδήσουμε τα κάλαντα και άλλα χριστουγεννιάτικα τραγούδια.,,glossa-d-dim
σύννεφα,4,noun,8,Γι’ αυτό είναι θυμωμένα τα σύννεφα.,,glossa-d-dim
μεγαλύτερος,4,noun,7,"Εμείς είμαστε τέσσερα αδέρφια κι εγώ, όπως ξέρεις, είμαι ο μεγαλύτερος!",,glossa-d-dim
ανθρώπους,4,noun,20,Είμαι το νερό της βροχής που δροσίζει τα χωράφια και τους ανθρώπους.,,glossa-d-dim
κουτάκι,4,noun,20,Διαβάστε τα κείμενα και σημειώστε q στο αντίστοιχο κουτάκι.,,glossa-d-dim
διηγηθείτε,4,noun,10,Θέλετε να διηγηθείτε κάτι από αυτές τις διακοπές που θα σας μείνει αξέχαστο;,,glossa-d-dim
παρομοιώσεις,4,verb,8,Ένας ποιητής χρησιμοποιεί τις παρομοιώσεις για να δημιουργήσει ζωντανές εικόνες στο…,,glossa-d-dim
κυρία,4,noun,27,Η κυρία έγραψε τα ονόματα στον πίνακα.,,glossa-d-dim
υποκείμενο,4,noun,21,Να ξεχωρίζω το υποκείμενο και το αντικείμενο σε μια πρόταση.,,glossa-d-dim
βοηθήσει,4,verb,13,Η Ραλλού θα σας βοηθήσει με τις κατάλληλες ερωτήσεις.,,glossa-d-dim
περισσότερα,4,noun,11,Δε χρειάζονταν περισσότερα για να σημάνουν συναγερμό οι βροχοσταλίδες.,,glossa-d-dim
ξεχωρίζω,4,verb,7,Να ξεχωρίζω το υποκείμενο και το αντικείμενο σε μια πρόταση.,,glossa-d-dim
μηχάνημα,4,noun,18,Εντοπίζετε τελικά ένα μηχάνημα και ετοιμάζετε τα απαραίτητα κέρματα.,,glossa-d-dim
τηλέφωνο,4,noun,18,Ο Γκράχαμ Μπελ βρισκόταν σ’ ένα δωμάτιο με το τηλέφωνο του έτοιμο.,,glossa-d-dim
κατάλληλη,4,noun,13,"Kαμπανά, Aθήνα, 2000 w Συμπληρώστε το κενό κάθε πρότασης με τη λέξη της παρένθεσης στην…",,glossa-d-dim
πάντα,4,noun,30,"Ο Σεπτέμβρης πάντα, δες, έχει όλα τα παιδάκια φίλους και συμμαθητές.",,glossa-d-dim
μπροστά,4,noun,22,Μπροστά από καθεμία υπάρχει ένα σύμβολο.,,glossa-d-dim
ρήματος,4,noun,21,Θέλετε να δούμε ποιες άλλες λέξεις ανήκουν στην οικογένεια του ρήματος «ποιώ»;,,glossa-d-dim
λέξεων,4,noun,19,Μαζί αυτή τη χρονιά θα πετάξουμε στον συναρπαστικό κόσμο των λέξεων.,,glossa-d-dim
δρόμους,4,noun,17,"Κύκλωναν τις γειτονιές, έκαναν μπλόκα στους δρόμους και τα βάζανε με αθώους.",,glossa-d-dim
εικόνες,4,noun,17,Το ποίημα «O Σεπτέμβρης» είναι γεμάτο από εικόνες και ήχους του φθινοπώρου.,,glossa-d-dim
βοηθήσουν,4,verb,11,Οι λέξεις αυτές και η εικόνα θα σας βοηθήσουν να συμπληρώσετε το παρακάτω σχήμα.,,glossa-d-dim
περισσότερο,4,noun,9,Γιατί πίστευε ότι η μαμά του τον αγαπούσε περισσότερο από την Ασπασία;,,glossa-d-dim
κύριος,4,noun,24,Ο κύριος μας χαιρέτησε στον δρόμο.,,glossa-d-dim
ελαιόλαδο,4,noun,19,Προσθέτουμε λίγο ελαιόλαδο στη σαλάτα.,,glossa-d-dim
παραμύθι,4,noun,16,Η γιαγιά διάβασε ένα παραμύθι.,,glossa-d-dim
γεύση,4,noun,12,Μας προσφέρουν καθημερινά μια υγιεινή και πλούσια σε γεύση τροφή.,,glossa-d-dim
μυαλό,4,noun,12,Ένας ποιητής χρησιμοποιεί τις παρομοιώσεις για να δημιουργήσει ζωντανές εικόνες στο…,,glossa-d-dim
συγκριτικός,4,noun,8,Ο συγκριτικός και ο υπερθετικός βαθμός λέγονται και παραθετικά του επιθέτου.,,glossa-d-dim
δασκάλα,4,noun,30,Η δασκάλα έγραψε στον πίνακα.,,glossa-d-dim
παιδιών,4,noun,27,Φαγώθηκαν απ’ τα πόδια των παιδιών.,,glossa-d-dim
ύστερα,4,noun,23,Από την επιφάνεια της γης πάω μέχρι την ατμόσφαιρα και ύστερα γυρνάω πάλι πίσω.,,glossa-d-dim
σύνθετες,4,noun,15,Να διακρίνω τις απλές από τις σύνθετες προτάσεις.,,glossa-d-dim
ελάττωμα,4,noun,2,"Ο μπαμπάς πάντα τη δικαιολογεί: «Ε, ας έχει κι αυτή κάποιο ελάττωμα.",,glossa-d-dim
πράγματα,4,noun,29,Με αυτές συνδέουμε δυο πράγματα που έχουν ή που τους δίνουμε εμείς ένα κοινό…,,glossa-d-dim
νερού,4,noun,22,Αυτός είναι ο κύκλος του νερού.,,glossa-d-dim
μπορούν,4,verb,18,Βρείτε και άλλες λέξεις που μπορούν να αντικαταστήσουν τη λέξη «λευτεριά».,,glossa-d-dim
δούμε,4,verb,16,Θέλετε να δούμε ποιες άλλες λέξεις ανήκουν στην οικογένεια του ρήματος «ποιώ»;,,glossa-d-dim
βοηθήσω,4,verb,12,Μπορώ να βοηθήσω τον συμμαθητή μου.,,glossa-d-dim
σημειώνω,4,verb,12,σημειώνω ένα 3 στο αντίστοιχο κουτάκι Για να δω τι έμαθα...,,glossa-d-dim
κανείς,4,verb,15,Συμπληρώστε στις συμβουλές της γιαγιάς την αυτοπαθή αντωνυμία: «Αν δε μάθεις γράμματα…,,glossa-d-dim
μιλάει,4,verb,18,"Μιλάει με άσχημο τρόπο, με αγένεια.",,glossa-d-dim
χαρακτήρας,4,noun,6,"Αν αντιστοιχίσετε τις κουκκίδες μεταξύ τους, θα αποκαλυφθεί ο χαρακτήρας κάθε προσώπου.",,glossa-d-dim
δάσκαλος,4,noun,26,Ο δάσκαλος έγραψε την άσκηση στον πίνακα.,,glossa-d-dim
σκουπίδια,4,noun,23,Έχω καιρό να δω σκουπίδια στους δρόμους...,,glossa-d-dim
ήθελε,4,noun,19,Εκείνος όμως θα ήθελε να διαβάζει τουλάχιστον ένα κάθε μέρα.,,glossa-d-dim
μπορούσε,4,noun,13,Γιατί ο μαθητής μέχρι τώρα δεν μπορούσε να ανεβεί τη σκάλα;,,glossa-d-dim
οικογένεια,4,noun,13,Η οικογένεια μου μένει στο χωριό.,,glossa-d-dim
πίνακα,4,noun,33,Στον πίνακα δίπλα θα διαβάσετε τι σημαίνει το καθένα από αυτά.,,glossa-d-dim
εικόνα,4,noun,18,Οι λέξεις αυτές και η εικόνα θα σας βοηθήσουν να συμπληρώσετε το παρακάτω σχήμα.,,glossa-d-dim
λείπουν,4,verb,16,"Συμπληρώστε τους μήνες που λείπουν, όπως συνηθίζεται να γράφονται στο ημερολόγιο.",,glossa-d-dim
υπερθετικός,4,noun,12,Ο συγκριτικός και ο υπερθετικός βαθμός λέγονται και παραθετικά του επιθέτου.,,glossa-d-dim
στίχους,4,noun,10,Πόσους στίχους έχει η κάθε στροφή;,,glossa-d-dim
ούτε,4,noun,25,"Και φυσικά κανένας, ούτε μια τοσοδά βροχοσταλίδα, δεν κυκλοφόρησε στους διαδρόμους του…",,glossa-d-dim
παιχνίδι,4,noun,24,Παίξτε το παιχνίδι σωστό – λάθος με τον διπλανό σας.,,glossa-d-dim
ευγενία,4,noun,21,"Έπειτα από λίγο καιρό, όταν γύρισε στην Αθήνα, η ευγενία γράφτηκε κανονικά στη σχολή…",,glossa-d-dim
χρησιμοποιώντας,4,noun,17,Να περιγράφω ένα κτίριο χρησιμοποιώντας τα κατάλληλα επίθετα.,,glossa-d-dim
εννιακόσια,4,noun,1,Μέτρησα εννιακόσια καρύδια στο καλάθι.,,glossa-d-dim
φορά,4,noun,39,Μια φορά μάλιστα την ανέβηκα στα κρυφά.,,glossa-d-dim
φορές,4,noun,31,Η Μαρία χτύπησε τρεις φορές το κουδούνι.,,glossa-d-dim
ελληνικά,4,noun,27,"Όταν αρχίσουν να μαθαίνουν ελληνικά, τους φαίνονται παράξενα και γελούνε.",,glossa-d-dim
σχέση,4,noun,20,Να γράφω σωστά λέξεις που έχουν σχέση με το νερό.,,glossa-d-dim
ποτάμι,4,noun,19,"Είμαι το ποτάμι, η λίμνη, η θάλασσα, η βροχή, είμαι το ΝΕΡΟ!",,glossa-d-dim
σπηλιά,4,noun,16,Συνεχίσαμε την πορεία μας για τη σπηλιά.,,glossa-d-dim
χωριό,4,noun,16,Σε κάθε χωριό υπήρχαν 2-3 βρύσες και από εκεί εξυπηρετούνταν οι άνθρωποι.,,glossa-d-dim
άποψή,4,noun,10,Να υποστηρίζω την άποψή μου με επιχειρήματα.,,glossa-d-dim
ανακαλύψτε,4,noun,8,Συμπληρώστε τις οδηγίες της γιαγιάς και ανακαλύψτε τα μυστικά της.,,glossa-d-dim
διαβάζει,4,verb,6,Εκείνος όμως θα ήθελε να διαβάζει τουλάχιστον ένα κάθε μέρα.,,glossa-d-dim
γρηγόρης,4,noun,4,"Ο γρηγόρης, ο αδερφός της Σταματίας, είχε ένα ατύχημα.",,glossa-d-dim
λόγια,4,noun,30,"Χαρτάκια ήταν, με λόγια θαρραλέα που μας χάριζαν ελπίδες.",,glossa-d-dim
ανάμεσα,4,noun,22,"Νοεμβρίου, έγινε ο αγώνας ανάμεσα στους μαθητές της (4ης)",,glossa-d-dim
γύρω,4,verb,21,"Όλην την νύκτα έριξε χιόνι πολύ, τόσο που γύρω μας έφθασε ένα μέτρο.",,glossa-d-dim
πίσω,4,verb,21,Οι μαθητές έσβηναν με το πίσω μέρος της γραφίδας.,,glossa-d-dim
λάθη,4,noun,19,"Ο Μάριος λέει ότι: «λάθη κάνουμε, όταν πάμε στο σχολείο απροετοίμαστοι».",,glossa-d-dim
λάθος,4,noun,18,Παίξτε το παιχνίδι σωστό – λάθος με τον διπλανό σας.,,glossa-d-dim
βοηθήστε,4,noun,11,βοηθήστε τα να φτιάξουν αυτόν τον κατάλογο.,,glossa-d-dim
ποιοι,4,noun,11,Ποιες εικόνες από αυτή τη νύχτα βλέπετε και ποιοι ήχοι φτάνουν στα αυτιά σας;,,glossa-d-dim
έλληνες,4,noun,10,Οι αρχαίοι έλληνες νίκησαν τους Πέρσες στον Μαραθ__να της Αττικής το 490 π.Χ.,,glossa-d-dim
μεγάλος,4,noun,10,Ξέρει δηλαδή ότι το θέατρο είναι ένας μεγάλος καθρέφτης της ζωής.,,glossa-d-dim
κλίνω,4,verb,9,Να κλίνω ρήματα όπως το κυλάω και στους δυο τύπους.,,glossa-d-dim
καλά,4,noun,37,"Για πάνω, λέω ξανά, για να το ακούσει πιο καλά.",,glossa-d-dim
έμαθα,4,noun,29,Σημειώνω ένα 3 στο αντίστοιχο κουτάκι Για να δω τι έμαθα...,,glossa-d-dim
μαρία,4,noun,29,"Μου την είχε αγοράσει η μαρία, η φίλη μας που μένει στο δεύτερο πάτωμα.",,glossa-d-dim
κατηγορούμενο,4,noun,16,Η λέξη αυτή είναι το κατηγορούμενο.,,glossa-d-dim
αναζητήστε,4,noun,8,Ρωτήστε τους γονείς σας ή αναζητήστε πληροφορίες στον δήμο ή στην κοινότητά σας.,,glossa-d-dim
γραμμές,4,noun,8,Δικαιολογήστε την απάντησή σας στις παρακάτω γραμμές: 4.,,glossa-d-dim
συνοπτικός,4,noun,8,Eξακολουθητικός συνοπτικός Συντελεσμένος Μέλλοντας Μέλλοντας Μέλλοντας 3.,,glossa-d-dim
ταξιδεύουν,4,verb,8,"Λέξεις φτερουγίζουν πέρα, ταξιδεύουν στον αγέρα.",,glossa-d-dim
συννεφάκια,4,noun,7,Μαντέψτε τι λένε και συμπληρώστε στην τελευταία εικόνα τα κενά συννεφάκια.,,glossa-d-dim
συντελεσμένος,4,noun,6,Eξακολουθητικός Συνοπτικός συντελεσμένος Μέλλοντας Μέλλοντας Μέλλοντας 3.,,glossa-d-dim
δημιούργησε,4,verb,2,Η ανάγκη για νερό δημιούργησε και το επάγγελμα του νερουλά.,,glossa-d-dim
μέρος,4,noun,28,Οι μαθητές έσβηναν με το πίσω μέρος της γραφίδας.,,glossa-d-dim
μικρό,4,noun,28,G Θα μάθουμε να βρίσκουμε τα στοιχεία ενός άρθρου και να γράφουμε ένα μικρό άρθρο.,,glossa-d-dim
μερικές,4,noun,24,Το σχήμα τους μοιάζει μερικές φορές με πουλί.,,glossa-d-dim
σωστή,4,noun,17,"Aν βάλετε τα παρακάτω κουτάκια στη σωστή τους σειρά, θα έχετε την περίληψη του κειμένου.",,glossa-d-dim
καλύτερος,4,noun,9,Ο Στίκης γίνεται ο καλύτερος φίλος του Μπόμπιρα.,,glossa-d-dim
μετάφραση,4,noun,9,"Το ΠONTIKI», Αθήνα, 1990, μετάφραση Ρούσσος Βρανάς.",,glossa-d-dim
φτερουγίζουν,4,verb,9,"Λέξεις φτερουγίζουν πέρα, ταξιδεύουν στον αγέρα.",,glossa-d-dim
κορίτσι,4,noun,6,Παρακολουθήστε το παιχνίδι του κοριτσιού με τη φύση: G Πού έπαιζε το κορίτσι;,,glossa-d-dim
πρόσωπο,4,noun,32,"Όταν περιγράφουμε ένα πρόσωπο, ζώο ή πράγμα, όπως π.χ.",,glossa-d-dim
πήρε,4,noun,20,Το μόνο δυσάρεστο ήταν ότι η περυσινή μας δασκάλα πήρε μετάθεση σε άλλο σχολείο.,,glossa-d-dim
γνωρίζετε,4,verb,10,γνωρίζετε κάλαντα από άλλες περιοχές της Ελλάδας;,,glossa-d-dim
έκανε,4,noun,26,Η δασκάλα πήγε στον πίνακα κι έκανε ένα σχέδιο με τέσσερις γραμμές που διασταυρώνονταν.,,glossa-d-dim
κοντά,4,noun,20,"Εκεί κοντά στέκεται ο επιστάτης, που λέει χαμογελώντας: Υπομονή να κάνουν οι μικροί.",,glossa-d-dim
ελευθερία,4,noun,15,"Σ’ αυτή την ιστορία, ο κύριος Μαρσέλ, η ελευθερία και ο Μπενουά πηγαίνουν στο θέατρο.",,glossa-d-dim
μητέρα,4,noun,15,Η μητέρα βοήθησε την Αστραδενή να ετοιμαστεί για το σχολείο.,,glossa-d-dim
συνέχεια,4,noun,15,"Το νερό στη φύση αλλάζει συνέχεια μορφή, ταξιδεύει και ανακυκλώνεται.",,glossa-d-dim
χωριά,4,noun,7,"Μέσα από φαράγγια, ερημιές, χωριά και πολιτείες κυλάω…",,glossa-d-dim
μέχρι,4,noun,25,Γιατί ο μαθητής μέχρι τώρα δεν μπορούσε να ανεβεί τη σκάλα;,,glossa-d-dim
παιδί,4,noun,25,Το παιδί σας ξυπνά το πρωί για να πάει στο σχολείο.,,glossa-d-dim
χρόνια,4,noun,25,Μαζί αυτή τη χρόνια θα πετάξουμε στον συναρπαστικό κόσμο των λέξεων.,,glossa-d-dim
είχαν,4,noun,22,"είχαν συγκροτήσει ομάδες οπλισμένες, ανέβαιναν στα βουνά ή κατέβαιναν σε πόλεις και χωριά.",,glossa-d-dim
ασπασία,4,noun,17,Νόμιζα πως αγαπούσε πιο πολύ την ασπασία από εμένα.,,glossa-d-dim
