word,grade,pos,frequency,hint,explanation,source
πρόσωπα,3,noun,14,Ίκαρος Ξεκλειδώνω το κείμενο Συμπλήρωσε τι κάνουν με τα γραμματόσημα τα πρόσωπα της ιστορίας.,,glossa-c-dim
νομίζεις,3,verb,12,Συζήτησε στην τάξη πώς νομίζεις ότι τα μηχανήματα αυτά βοηθούν τους μαθητές.,,glossa-c-dim
ιστορία,3,noun,28,Κάθε ομάδα αποφασίζει ποια ιστορία θα ανακοινωθεί στην τάξη.,,glossa-c-dim
άνθρωπο,3,noun,13,Γιατί δε βάζεις κι έναν άνθρωπο μέσα;,,glossa-c-dim
γονείς,3,verb,11,Διάβασε στους γονείς σου τα κείμενα αυτά.,,glossa-c-dim
πολλοί,3,noun,8,"Για να πραγματοποιηθεί η ιδέα της Σόνιας, συνεργάστηκαν και δούλεψαν μαζί πολλοί άνθρωποι.",,glossa-c-dim
χρόνια,3,noun,27,Οι μεγάλοι θυμούνται τα δικά τους σχολικά χρόνια!,,glossa-c-dim
άνθρωποι,3,noun,24,"Όλοι εξαιρετικοί άνθρωποι, ιδιαίτερα ο κυρ Σταμάτης.",,glossa-c-dim
πρόσεξε,3,noun,17,"Πρόσεξε τώρα τα ρήματα: βλέπ-ω, βλέπ-ει.",,glossa-c-dim
κάνω,3,verb,14,Δραστηριότητες που κάνω στο σχολείο μου,,glossa-c-dim
πρόβλημα,3,noun,11,Συζήτησε στην τάξη ποιο είναι το πρόβλημα του Αριστείδη.,,glossa-c-dim
άλλου,3,noun,6,Γρήγορα γρήγορα γδύνονται και φοράνε ο ένας τα ρούχα του άλλου.,,glossa-c-dim
λουλούδια,3,noun,21,"Σχεδίασε δέντρα, λουλούδια ή ζώα στη θέση που επιθυμείς.",,glossa-c-dim
βγαίνω,3,verb,7,"Στις διακοπές, όμως, βγαίνω έξω κάθε μέρα.",,glossa-c-dim
επιφωνήματα,3,noun,5,Οι λέξεις αυτές είναι άκλιτες και λέγονται επιφωνήματα.,,glossa-c-dim
μάτια,3,noun,23,Δεκάδες πολύχρωμα γραμ ματόσημα μαγέψανε τα μάτια μας.,,glossa-c-dim
παιδί,3,noun,23,Τι επιθυμεί το παιδί που μιλά στο ποίημα;,,glossa-c-dim
παρέα,3,noun,23,Γνωρίζω καινούριους φίλους και όλοι μαζί είμαστε μια αγαπημένη παρέα.,,glossa-c-dim
πόλη,3,noun,20,Κ _ _ _ _ _ Ας κρατήσουμε την πόλη μας…,,glossa-c-dim
κώστας,3,noun,12,Ο κώστας και η γιαγιά Μερόπη θα βοηθήσουν στις ετοιμασίες των γενεθλίων της Μελίνας.,,glossa-c-dim
ποιον,3,noun,12,Με ποιον επικοινωνεί η μαθήτρια στη φωτογραφία (4);,,glossa-c-dim
μαλλιά,3,noun,10,Ίκαρος * μελετά: φέρνει στο νου * κόμη: μαλλιά * γεναμένο: φτιαγμένο 1 2 3 4 5 Ν.,,glossa-c-dim
περισσότερο,3,noun,10,Ποιο από τα ζώα που αναφέρονται στο ποίημα συμπαθείς περισσότερο;,,glossa-c-dim
αλφαβητική,3,noun,8,Βάλε τις παρακάτω λέξεις σε αλφαβητική σειρά.,,glossa-c-dim
γελάει,3,verb,6,"Παρατηρώ και μαθαίνω Η Αργυρώ γελάει, η Αργυρώ τραγουδάει.",,glossa-c-dim
σωστό,3,noun,4,Γράφουμε σωστά τη λέξη «σωστό».,,glossa-c-dim
τροφή,3,noun,4,Ε π ισ τροφή στ α θ ρανία!,,glossa-c-dim
μέρες,3,noun,22,Γράφω σωστά Υπογράμμισε στο κείμενο τις μέρες της εβδομάδας.,,glossa-c-dim
γίγαντα,3,noun,16,Μονάχα στον κήπο του εγωιστή γίγαντα δεν έλεγε να τελειώσει ο χειμώνας.,,glossa-c-dim
φορά,3,noun,29,"Κάθε φορά που θα έρχεστε, θα σας κάνω δώρο από δέκα γραμματόσημα στον καθένα».",,glossa-c-dim
μικρό,3,noun,21,"Σε ένα μικρό χαρτόνι, κομμένο στο αγαπημένο σου σχήμα (π.χ.",,glossa-c-dim
τίτλο,3,noun,21,Γράψε έναν τίτλο κάτω από κάθε φωτογραφία.,,glossa-c-dim
νησί,3,noun,14,Το καράβι έφτασε στο μικρό νησί.,,glossa-c-dim
ήθελα,3,noun,10,Οι χώροι που θα ήθελα να έχει το σχολείο μου,,glossa-c-dim
μέλλοντας,3,noun,6,Ο μέλλοντας φαίνεται στο κείμενο.,,glossa-c-dim
κομμωτήριο,3,noun,1,Γράφουμε σωστά τη λέξη «κομμωτήριο».,,glossa-c-dim
γίνεται,3,noun,20,Σε δύο λεπτά και με τρεις κινήσεις ο Μπε γίνεται Ντε.,,glossa-c-dim
δουλειές,3,noun,9,Κι η μαμά της έβρισκε την ευκαιρία να κάνει του κόσμου τις δουλειές.,,glossa-c-dim
εφημερίδα,3,noun,9,Βάλαμε κι ένα ωραίο κομμάτι στην εφημερίδα μας ανακοινώνοντας την υιοθεσία του οικοπέδου.,,glossa-c-dim
γνώμη,3,noun,15,Ποια είναι η γνώμη σου για τη μέθοδο των διδύμων;,,glossa-c-dim
δουλειά,3,noun,15,"Εδώ έχει τους δικούς του, το σπίτι του και τη δουλειά του.",,glossa-c-dim
ήρθε,3,noun,11,Εμάς ήρθε ο γιατρός Καρακώτσος να μας σώσει.,,glossa-c-dim
γίνω,3,verb,9,Πάντοτε ήθελα από Χαρτοσακούλα να γίνω μια τσαχπίνα Σερπαντίνα!,,glossa-c-dim
μολύβι,3,noun,7,"Το δικό μου (σου, του) μολύβι.",,glossa-c-dim
γραμμή,3,noun,6,Αυτή η γραμμή δε με κολακεύει καθόλου!,,glossa-c-dim
έλεγε,3,noun,17,Μονάχα στον κήπο του εγωιστή Γίγαντα δεν έλεγε να τελειώσει ο χειμώνας.,,glossa-c-dim
ιστορίας,3,noun,17,Ίκαρος Ξεκλειδώνω το κείμενο Συμπλήρωσε τι κάνουν με τα γραμματόσημα τα πρόσωπα της ιστορίας.,,glossa-c-dim
οδυσσέα,3,noun,13,Συμπλήρωσε τα λόγια του Αιόλου: Ο Αίολος είπε στον οδυσσέα ότι κανείς δεν έπρεπε,,glossa-c-dim
καθημερινά,3,noun,6,Καθημερινά για τη μετακίνησή τους το εμπιστεύονται περισσότεροι από μισό εκατομμύριο επιβάτες.,,glossa-c-dim
τάξεις,3,verb,6,Σε τι μοιάζουν και σε τι διαφέρουν αυτές οι δύο τάξεις;,,glossa-c-dim
θεσσαλονίκη,3,noun,5,Στις 9 Απριλίου το βράδυ μπήκαν οι Γερμανοί στη θεσσαλονίκη.,,glossa-c-dim
αναψυκτικά,3,noun,4,"Πιο πίσω, αναψυκτικά, πατατάκια, κρουασάν, πίτσες - επίσης απαγορευμένα.",,glossa-c-dim
χρόνο,3,noun,20,"Ξέρεις, αγαπητό μου ημερολόγιο, ότι έχουμε σχολείο διακόσιες είκοσι μία ημέρες τον χρόνο;",,glossa-c-dim
οικόπεδο,3,noun,13,Η αλήθεια είναι πως το οικόπεδο άλλαξε όψη.,,glossa-c-dim
αλλάζει,3,verb,6,Η γραμματική μου81 Ο εγωιστής Γίγαντας (συνέχεια)86 Ο καιρός αλλάζει.,,glossa-c-dim
γενέθλια,3,noun,19,Κάθε χρόνο οι μεγάλοι κανονίζουν τα γενέθλια της.,,glossa-c-dim
μπροστά,3,noun,17,Μπροστά από τα ρήματα των παραπάνω προτάσεων υπάρχει η λέξη θα.,,glossa-c-dim
τίποτα,3,noun,15,"Η Αργυρώ νιώθει αδύναμη και κλαίει, η Αργυρώ νιώθει δυνατή και τίποτα δε λέει.",,glossa-c-dim
χιονάνθρωπο,3,noun,12,Τα παιδιά της αυλής είχαν φτιάξει έναν χιονάνθρωπο.,,glossa-c-dim
δελφίνι,3,noun,11,Με «ιπτάμενο δελφίνι» μεταφέρθηκε ασθενής από τη Σκόπελο στον Βόλο.,,glossa-c-dim
σπίτια,3,noun,11,Στο μεγαλύτερο από τα τρία σπίτια έμεναν οι ιδιοκτήτες.,,glossa-c-dim
ξαδέρφη,3,noun,2,"Βιβλίο: Προς το παρόν, κυρία Αυγοθήκη μου, πείτε στην ξαδέρφη σας να μην ανησυχεί.",,glossa-c-dim
καλά,3,noun,22,Κάθεται μαζεμένος και δε φαίνεται καλά.,,glossa-c-dim
τόνο,3,noun,22,"Γράφω σωστά Συμπλήρωσε τα γράμματα που λείπουν, βάζοντας τόνο όπου χρειάζεται.",,glossa-c-dim
υλικά,3,noun,11,Θέλω να μάθω τι υλικά ανακατεύει ο αδελφός μου στη διάσημη τρουφοσυνταγή του».,,glossa-c-dim
γραμματική,3,noun,10,"Η γραμματική μου85 66 Πάλι μαζί, λοιπόν!",,glossa-c-dim
κάλαντα,3,noun,8,Φτιάξε τα δικά σου κάλαντα όπως το παιδί από τη Σίφνο.,,glossa-c-dim
βάζοντας,3,noun,7,"Γράφω σωστά Συμπλήρωσε τα γράμματα που λείπουν, βάζοντας τόνο όπου χρειάζεται.",,glossa-c-dim
τόσο,3,noun,24,Αλλά οι διακοπές είναι τόσο λίγες!,,glossa-c-dim
εκείνος,3,noun,9,"Μα, πού είναι ο μικρός σας φίλος;» ρώτησε εκείνος.",,glossa-c-dim
θυμήσου,3,noun,9,Γράφουμε σωστά τη λέξη «θυμήσου».,,glossa-c-dim
μέλλον,3,noun,7,"Στο μέλλον, οι περισσότερες αποστολές στο διάστημα θα γίνονται με ρομπότ.",,glossa-c-dim
ήσουν,3,verb,3,Τι θα ήθελες εσύ να ήσουν στη φάτνη που γεννήθηκε ο Χριστός;,,glossa-c-dim
αθροίζω,3,verb,3,"Προσοχή στα ρήματα: δανείζω, δακρύζω, αθροίζω.",,glossa-c-dim
δακρύζω,3,verb,3,"Προσοχή στα ρήματα: δανείζω, δακρύζω, αθροίζω.",,glossa-c-dim
δανείζω,3,verb,3,"Προσοχή στα ρήματα: δανείζω, δακρύζω, αθροίζω.",,glossa-c-dim
καθαρίζω,3,verb,3,Σήμερα μαθαίνουμε να γράφουμε σωστά το ρήμα «καθαρίζω».,,glossa-c-dim
ποτίζω,3,verb,3,Σήμερα μαθαίνουμε να γράφουμε σωστά το ρήμα «ποτίζω».,,glossa-c-dim
συζητώ,3,verb,3,Συζητώ και σημειώνω Συζητάμε για το σχολείο μας και κρατάμε σημειώσεις.,,glossa-c-dim
δελφίνια,3,noun,15,Μερικές φορές τα δελφίνια έρχονται κοντά στους ανθρώπους για συντροφιά.,,glossa-c-dim
τονίζονται,3,noun,13,Οι λέξεις που ακούγονται όμοια στην κατάληξη τονίζονται και στην ίδια θέση.,,glossa-c-dim
λέγεται,3,noun,11,Ιταλία (Πρακτορείο Ειδήσεων Ρόιτερ) λέγεται πως τα δελφίνια αγαπούν τη μουσική.,,glossa-c-dim
μεγάλο,3,noun,14,Από το σπίτι και τη γειτονιά μέχρι το σχολείο η ζωή έχει μεγάλο ενδιαφέρον!,,glossa-c-dim
είμαι,3,verb,0,Είμαι μαθητής στην Γ΄ δημοτικού.,Ρήμα είμαι · α΄ ενικό.,glossa-c-dim:ρήμα:είμαι
είσαι,3,verb,0,Είσαι φίλος μου από το σχολείο.,Ρήμα είμαι · β΄ ενικό.,glossa-c-dim:ρήμα:είμαι
είναι,3,verb,0,Η γάτα είναι κάτω από το τραπέζι.,Ρήμα είμαι · γ΄ ενικό/πληθυντικό.,glossa-c-dim:ρήμα:είμαι
είμαστε,3,verb,0,Είμαστε όλοι στην τάξη σήμερα.,Ρήμα είμαι · α΄ πληθυντικό.,glossa-c-dim:ρήμα:είμαι
είστε,3,verb,0,Είστε έτοιμοι για το μάθημα;,Ρήμα είμαι · β΄ πληθυντικό.,glossa-c-dim:ρήμα:είμαι
είσαστε,3,verb,0,"Είσαστε καλά σήμερα, παιδιά;",Άλλος τύπος του είστε.,glossa-c-dim:ρήμα:είμαι
