word,grade,pos,frequency,hint,explanation,source
σχέση,6,noun,25,Στο κρυπτόλεξο κρύβονται 8 λέξεις που έχουν σχέση με την κατοικία.,,Και τα τρία
σχήμα,6,noun,8,Σχεδίασε ένα γεωμετρικό σχήμα.,,Τεύχη 1+2
σχεδιάγραμμα,6,noun,9,Ακολουθήστε το σχεδιάγραμμα της πρώτης ενότητας.,,Και τα τρία
σχολείου,6,noun,22,Στην εφημερίδα του σχολείου σας γίνεται ένα αφιέρωμα με τίτλο «Θρησκείες στον κόσμο».,,Και τα τρία
σύντομες,6,noun,7,"Πρέπει να είναι σύντομες, αλλά να δίνουν όλες τις απαραίτητες πληροφορίες.",,Και τα τρία
σύντομο,6,noun,7,Γράψτε ένα σύντομο γράμμα για να του το περιγράψετε ακριβώς.,,Και τα τρία
σύσταση,6,noun,2,Πήρε καλή σύσταση από τον δάσκαλό του.,,Τεύχος 1
τίτλο,6,noun,33,Γράψτε μια ανακοίνωση με τίτλο «Δυο μέρες στη θάλασσα».,,Και τα τρία
τίτλος,6,noun,5,Ο τίτλος του βιβλίου είναι μεγάλος.,,Τεύχη 2+3
ταχύς,6,noun,2,Ο ταχύς δρομέας τερμάτισε πρώτος.,,Τεύχος 3
τελικές,6,noun,11,Οι τελικές εξετάσεις είναι τον Ιούνιο.,,Τεύχη 2+3
τηλεόραση,6,noun,8,"Tζιάννι Pοντάρι, Περιπέτειες με την τηλεόραση (σελ.",,Και τα τρία
τρόπο,6,noun,44,Mε ποιον τρόπο μπορούν να πάρουν μέρος στην εκδρομή όσοι είναι μικρότεροι από 7 χρονών;,,Και τα τρία
τρόπους,6,noun,13,Mε ποιους τρόπους ζητούν από τον ελληνικό λαό να τους βοηθήσει;,,Και τα τρία
τυπογραφικοί,6,noun,2,Οι τυπογραφικοί χαρακτήρες φαίνονται καθαρά.,Λέξη από ασκήσεις ορθογραφίας / οικογένεια λέξεων στο βιβλίο.,Τεύχος 3
τόπος,6,noun,7,O πατέρας μου αναρωτήθηκε αν υπάρχει κάπου τόπος για μας.,,Και τα τρία
υπάρχει,6,verb,23,Κοιτάξτε τη φωτογραφία που υπάρχει στο άρθρο.,,Και τα τρία
υπάρχων,6,noun,2,Το υπάρχον κτίριο θα ανακαινιστεί.,,Τεύχος 3
υπερθετικός,6,noun,2,Ο υπερθετικός δείχνει τον ανώτατο βαθμό.,Λέξη από ασκήσεις ορθογραφίας / οικογένεια λέξεων στο βιβλίο.,Τεύχος 1
υπολογιστή,6,noun,11,Tα Χριστούγεννα του υπολογιστή Tο λογιστικό κέντρο ήταν άδειο και βουβό.,,Τεύχη 2+3
φαίνεται,6,noun,13,φαίνεται πως είχε μάθει τα δυσάρεστα και ήταν συνοφρυωμένος.,,Και τα τρία
φοιτητές,6,noun,13,Aπό δω και τρεις μέρες οι φοιτητές κατέλαβαν το Πολυτεχνείο.,,Τεύχος 1
φωτιά,6,noun,26,"Δε μου αρέσει η φωτιά, μόνο η ζεστασιά της μου αρέσει.",,Τεύχη 2+3
φωτογραφία,6,noun,15,Στη φωτογραφία βλέπουμε μια οικογένεια Λαπώνων.,,Τεύχη 1+2
φόβο,6,noun,4,Ξεπέρασε τον φόβο του σκοταδιού.,,Τεύχος 1
χάθηκε,6,verb,3,Το κλειδί χάθηκε κάπου στο σπίτι.,,Τεύχη 1+3
χαρακτήρες,6,noun,3,Οι χαρακτήρες του βιβλίου είναι ζωντανοί.,Λέξη από ασκήσεις ορθογραφίας / οικογένεια λέξεων στο βιβλίο.,Τεύχος 3
χαρακτηρισμός,6,noun,3,Έγραψε έναν σύντομο χαρακτηρισμό του ήρωα.,Λέξη από ασκήσεις ορθογραφίας / οικογένεια λέξεων στο βιβλίο.,Τεύχος 2
χείλη,6,noun,5,Γλείφω την άχνη απ’ τα χείλη μου.,,Τεύχος 2
χρειάζονται,6,noun,10,Προσέχω όλα τα παρακάτω και διορθώνω όσα χρειάζονται.,,Και τα τρία
χρησιμοποίησα,6,verb,9,χρησιμοποίησα σωστά τις τελείες και τα κόμματα;,,Και τα τρία
χρησιμοποιούμε,6,verb,27,"Πολλές φορές, όταν μιλάμε ή όταν γράφουμε, χρησιμοποιούμε επίσης και χρονικές προτάσεις.",,Και τα τρία
χριστούγεννα,6,noun,5,Tα χριστούγεννα του υπολογιστή Tο λογιστικό κέντρο ήταν άδειο και βουβό.,,Τεύχος 2
χρόνος,6,noun,6,Ο χρόνος περνά γρήγορα στις διακοπές.,,Και τα τρία
χρώμα,6,noun,11,"Ο ποιητής κατοικούσε στον δεύτερο όροφο ενός μεγάρου, βαμμένου σε πορτοκαλί χρώμα.",,Και τα τρία
χωρίς,6,noun,31,"Ο Καβάφης ήταν, χωρίς αμφιβολία, μανιώδης με την πρωτοτυπία.",,Και τα τρία
χώρος,6,noun,15,Ο χώρος της αυλής είναι μεγάλος.,,Και τα τρία
ψάθα,6,noun,2,Κάθισαν στην ψάθα δίπλα στη θάλασσα.,,Τεύχος 1
ψάρια,6,noun,19,"Aφού φάγανε σούπα, πρόσταξε ο βασιλιάς να φέρουνε βραστά ψάρια.",,Και τα τρία
ψηφιακά,6,noun,3,Τα ψηφιακά εργαλεία βοηθούν στη μάθηση.,,Τεύχος 2
ψυγείο,6,noun,2,Βάλε το γάλα στο ψυγείο.,,Τεύχος 2
όλους,6,noun,24,Κάλεσε όλους τους φίλους του.,,Και τα τρία
όνομα,6,noun,22,Πώς δίνουμε πληροφορίες για μια χώρα Γράφουμε: • Ποιο είναι το όνομα της.,,Και τα τρία
όποτε,6,noun,3,"Όποτε θέλεις, μπορούμε να μιλήσουμε.",,Τεύχος 2
όρθιος,6,adjective,1,Ο μαθητής στέκεται όρθιος.,,Τεύχος 2
ώρα,6,noun,34,Ο Φογκ επέμενε και πρόσφερε το εξωφρενικό ποσό των δέκα λιρών την ώρα.,,Και τα τρία
ώσπου,6,noun,8,Περίμενε ώσπου να σταματήσει η βροχή.,,Και τα τρία
