word,grade,pos,frequency,hint,explanation,source
μόλις,5,noun,23,"μόλις σταματήσει εντελώς στην αποβάθρα και ανοίξουν οι πόρτες, μη βιαστείτε να μπείτε…",,Και τα τρία
νίκη,5,noun,6,Η νίκη ήταν όλη δική του!,,Τεύχη 2+3
νικολούδη,5,noun,2,Ο Νικολούδης είναι ήρωας στο παραμύθι.,Λέξη από ασκήσεις ορθογραφίας / οικογένεια λέξεων στο βιβλίο.,Τεύχος 3
Νοέμβριος,5,noun,9,Τον Νοέμβριος φυσάει δυνατά.,,Τεύχη 1+3
ντοκιμαντέρ,5,noun,8,Παρατηρήστε το προσεκτικά και απαντήστε στις παρακάτω ερωτήσεις: • Ποιες ώρες…,,Τεύχος 3
ξεδιψώ,5,verb,1,Με το νερό ξεδιψώ αμέσως.,,Και τα τρία
ξεκολλώ,5,verb,1,Προσπαθώ να ξεκολλώ το αυτοκόλλητο.,,Και τα τρία
ξεμπερδεύω,5,verb,1,Η δασκάλα με βοηθά να ξεμπερδεύω την άσκηση.,,Και τα τρία
οδυσσέας,5,noun,6,"οδυσσέας, 18-1-2004 Αν είχα τέτοια μηχανή, θα ταξίδευα σε όλες τις εποχές.",,Και τα τρία
οδός,5,noun,7,Η οδός Ακαδημίας είναι στο κέντρο.,,Τεύχη 1+2
οδύσσεια,5,noun,5,Αρκαδίας 07.43 οδύσσεια: Δούρειος Ίππος 07.57 ΠΑΙΔΙΚΗ ΛΟΓΟΤΕΧΝΙΑ: Το χαρούμενο λιβάδι…,,Τεύχος 3
οικογένεια,5,noun,19,Η οικογένεια μου μένει στο χωριό.,,Και τα τρία
οικόπεδο,5,noun,3,Βρεθήκαμε όλοι στο οικόπεδο στις τρεις το απόγευμα.,,Τεύχη 1+3
Οκτώβριος,5,noun,6,Τον Οκτώβριος πέφτουν τα φύλλα.,,Και τα τρία
ομάδα,5,noun,39,Διαλέγω πρώτος την ομάδα μου!» φώναξε.,,Και τα τρία
ομάδες,5,noun,20,"Από πριν χωρίζεστε σε τρεις ομάδες, που η καθεμιά θα έχει τον δικό της ρόλο.",,Και τα τρία
οριστικά,5,noun,3,Αποφασίσαμε οριστικά να πάμε εκδρομή.,,Τεύχος 1
ούτε,5,noun,31,ούτε ήθελα να πάω στο υπόγειο.,,Και τα τρία
Πέμπτη,5,noun,6,Την Πέμπτη γράφουμε ορθογραφία.,,Τεύχη 2+3
πέναλτι,5,noun,2,Ο διαιτητής σφύριξε πέναλτι.,,Τεύχος 2
πέρασμα,5,noun,5,Βρήκαμε ένα πέρασμα ανάμεσα στους βράχους.,,Τεύχος 3
πίσω,5,verb,32,"Δώδεκα μέρες κιόλας είχαμε μεις πιο πίσω, στα χωριά.",,Και τα τρία
παίζουν,5,verb,14,"Είναι υπομονετικά και αγαπάνε τα παιδιά, παρόλο που δεν παίζουν μαζί τους με τις ώρες.",,Και τα τρία
παίκτες,5,noun,15,Όλοι οι παίκτες με τη σειρά γίνονται «ΑΝΑΓΝΩΣΤΕΣ».,,Τεύχη 2+3
παίξουν,5,verb,10,Τα παιδιά σκέφτηκαν να παίξουν κουτσό.,,Τεύχη 2+3
παθητική,5,noun,17,Πώς μετατρέπουμε την παθητική σύνταξη σε ενεργητική  Το παθητικό ρήμα γίνεται ενεργητικό.,,Τεύχη 2+3
παιδί,5,noun,30,Πού βρέθηκε τέτοια ώρα το παιδί;,,Και τα τρία
παιδιά,5,noun,131,Τα παιδιά παίζουν στην αυλή.,,Και τα τρία
παιχνίδι,5,noun,30,"Ένα μόνο παιχνίδι, μαμά» φώναζε ο Ακτύπης στη μαμά του «μόνο τσουβαλοδρομίες!».",,Και τα τρία
παιχνίδια,5,noun,38,Απαντήστε στις παρακάτω ερωτήσεις: • Γιατί η έκθεση του Υπουργείου Πολιτισμού πήρε τον…,,Και τα τρία
παλαι,5,noun,2,Στα παλαιά χρόνια τα παιδιά έπαιζαν στην αυλή.,,Τεύχος 3
παλιό,5,adjective,3,Το παλιό ποδήλατο σκουριάζει.,,Τεύχη 2+3
παρά,5,noun,26,"Εγώ τότε φοβήθηκα παρά πολύ, γιατί δεν ήθελα να γίνω σήμερα άντρας.",,Και τα τρία
παράδειγμα,5,noun,19,"Μπορείτε να ξαναγράψετε το παρακάτω κείμενο με διαφορετικούς τρόπους, σύμ φωνα με το…",,Και τα τρία
παραβάλλω,5,verb,2,παραβάλλω ένα κείμενο με ένα άλλο.,,Τεύχος 3
παραγράφους,5,noun,7,Οργάνωσα το γραπτό μου σε παραγράφους;,,Και τα τρία
παραπάνω,5,verb,32,Στα παραπάνω κείμενα συναντάμε τις φράσεις οικολογικές καταστροφές και οι κολογικές…,,Και τα τρία
παρατηρώ,5,verb,2,Παρατηρώ προσεκτικά την εικόνα.,,Τεύχος 3
παρελθόν,5,noun,7,"Η πόλη, με τα σημαντικά μουσεία που διαθέτει, προβάλλει το πλουσιότατο και πολύχρωμο…",,Και τα τρία
πατάκη,5,noun,61,"πατάκη, Αθήνα, 1999 25 • Μην ακούτε μουσική με τον ήχο στη διαπασών.",,Και τα τρία
πεινάω,5,verb,12,Θα την τραγουδάνε σε μονότονο ρυθμό: «πεινάω.,,Τεύχος 1
περίμετρος,5,noun,2,Υπολόγισε την περίμετρο του τετραγώνου.,,Τεύχος 3
περιγράψτε,5,noun,11,περιγράψτε με δικά σας λόγια τα συναισθήματα αυτά.,,Και τα τρία
περιγραφή,5,noun,12,Παραπάνω έχουμε την επιστημονική περιγραφή του μπουλντόγκ.,Λέξη από ασκήσεις ορθογραφίας / οικογένεια λέξεων στο βιβλίο.,Και τα τρία
περιπέτεια,5,noun,4,Η ιστορία είναι γεμάτη περιπέτεια.,,Τεύχη 2+3
περισσότερα,5,noun,26,Στο κείμενο τα περισσότερα ρήματα βρίσκονται στον παρατατικό.,,Και τα τρία
περισσότερο,5,noun,17,Τι μου άρεσε περισσότερο απ’ όσα έγραψα;,,Και τα τρία
πλησίασε,5,noun,4,πλησίασε πιο κοντά στους άλλους δυο.,,Τεύχος 1
ποίημα,5,noun,12,Απαγγείλαμε ένα ποίημα στην τάξη.,,Και τα τρία
ποιες,5,noun,32,ποιες χώρες θα είχαν τότε πρόβλημα;,,Και τα τρία
ποιος,5,other,27,ποιος ήρθε πρώτος στην τάξη;,,Και τα τρία
πολλούς,5,noun,9,"Ίσως να χρειαστεί να γράψω πολλούς τόμους, γιατί θα έχει πολλά πεινάω.",,Και τα τρία
πού,5,other,711,πού μένεις;,,Και τα τρία
πράγματα,5,noun,21,Τη βρήκα στα πράγματα του παππού» είπε χωρίς να πάρει ανάσα.,,Και τα τρία
πράσινος,5,adjective,8,Ο πράσινος βάτραχος κάθεται στο φύλλο.,,Και τα τρία
προβάλλουν,5,verb,4,προβάλλουν με τις διαφημίσεις τα προϊόντα τους.,,Τεύχος 3
προσεκτικά,5,noun,11,Διαβάστε προσεκτικά τα δύο άρθρα και απαντήστε: • Τι συνέβη;,,Και τα τρία
πρωτιά,5,noun,2,Η ομάδα κέρδισε την πρωτιά στο πρωτάθλημα.,,Τεύχος 3
πρόβλημα,5,noun,12,Ποιες χώρες θα είχαν τότε πρόβλημα;,,Και τα τρία
πρόθεση,5,noun,7,Στα αρχαία ελληνικά κάθε πρόθεση από μόνη της σήμαινε κάτι.,,Τεύχος 3
πρόκειται,5,noun,8,πρόκειται για αριθμό μοναδι κό στον κόσμο.,,Και τα τρία
πρώτα,5,noun,16,Το 1890 κυκλοφόρησαν τα πρώτα ηλεκτρικά τρένα και το πρόβλημα περιορίστηκε.,,Και τα τρία
πρώτος,5,noun,13,Απαντήστε στις παρακάτω ερωτήσεις: • Πότε και πού κατασκευάστηκε ο πρώτος υπόγειος…,,Και τα τρία
πυρρόξανθο,5,noun,1,"Τα πιο συνηθισμένα χρώματα είναι το καστανο κόκκινο, το πυρρόξανθο και το σταχτί.",,Τεύχος 1
πόλη,5,noun,27,Τι σας αρέσει και τι δε σας αρέσει περισσότερο στη ζωή σε μια σύγχρονη πόλη;,,Και τα τρία
πόσο,5,other,8,πόσο κάνει αυτό το βιβλίο;,,Και τα τρία
πότε,5,other,54,πότε αρχίζει το μάθημα;,,Και τα τρία
πώς,5,other,142,πώς σε λένε;,,Και τα τρία
ρήματος,5,noun,30,Αυτός ο χρόνος του ρήματος λέγεται εξακολουθητικός μέλλοντας.,,Και τα τρία
ροζ,5,adjective,1,Το φόρεμα είναι ροζ.,,Τεύχος 2
ρώτησε,5,verb,19,Τότε τον ρώτησε γιατί γύρισε πίσω και μήπως ήταν αργία και δεν το ήξερε.,,Τεύχη 1+3
Σάββατο,5,noun,4,Το Σάββατο παίζουμε με τους φίλους μας.,,Και τα τρία
σήμερα,5,noun,46,"Εγώ τότε φοβήθηκα πάρα πολύ, γιατί δεν ήθελα να γίνω σήμερα άντρας.",,Και τα τρία
Σεπτέμβριος,5,noun,2,Τον Σεπτέμβριος ανοίγουν τα σχολεία.,,Τεύχη 2+3
σημαίνει,5,verb,16,Η λέξη φιλάσθενος σημαίνει ότι κάποιος αρρωσταίνει εύ κολα.,,Και τα τρία
σημαντικός,5,noun,3,Είναι σημαντικός στόχος για την τάξη μας.,,Τεύχη 1+3
σημασία,5,noun,34,Οι παροιμίες που ακολουθούν έχουν μεταφορική σημασία.,,Και τα τρία
σκεφτείτε,5,noun,10,Συμβουλευτείτε τον πίνακα και σκεφτείτε και άλλες διαφορές που μπορεί να υπάρχουν.,,Και τα τρία
σκύλοι,5,noun,5,"Εμένα, αν με ρωτήσεις, μ’ αρέσουν περισσότερο οι σκύλοι.",,Τεύχη 1+2
σπίτι,5,noun,29,"Οικολογία λοιπόν είναι η επιστήμη που ασχολείται με το «σπίτι» μας, το φυσικό περιβάλλον.",,Και τα τρία
στάση,5,noun,4,Περιμένουμε στη στάση του λεωφορείου.,,Τεύχος 1
σταθμός,5,noun,4,Φτάσαμε στον σταθμό του τρένου.,,Και τα τρία
στιγμή,5,noun,22,"Κι εκείνη: Μη ζυγώνεις, σε σκίζω στη στιγμή.",,Και τα τρία
στοιχεία,5,noun,28,Ας δούμε τώρα μερικά στοιχεία γι’ αυτά τα σκυλιά.,,Και τα τρία
στρατός,5,noun,8,Ο στρατός προστάτευσε τα σύνορα.,,Τεύχη 2+3
συζητήστε,5,noun,11,συζητήστε στην τάξη: • Ποιος ενθαρρύνει και βοηθάει τις πολιτιστικές εκδηλώσεις και πώς;,,Και τα τρία
συμβουλευτείτε,5,noun,8,συμβουλευτείτε τον πίνακα και σκεφτείτε και άλλες διαφορές που μπορεί να υπάρχουν.,,Και τα τρία
συμμαθητές,5,noun,13,Θα καταλάβουν το κείμενο οι συμμαθητές μου;,,Και τα τρία
συμμετοχή,5,noun,4,Η συμμετοχή όλων είναι απαραίτητη στην ομάδα.,,Τεύχη 1+3
συμμετρία,5,noun,2,Το σχήμα έχει συμμετρία ως προς τον άξονα.,,Τεύχος 3
συνέχεια,5,noun,12,"Μόλις το αφήναμε μόνο του, βέλαζε συνέχεια και σου έκαιγε την καρδιά.",,Και τα τρία
συνήθως,5,noun,17,"συνήθως αυτές τις αντωνυμίες δεν τις λέμε, αφού εννοούνται εύκολα: Είμαστε πρωταθλητές.",,Και τα τρία
συναντάμε,5,verb,11,Ποια πλάσματα του δάσους συναντάμε μέσα στο κείμενο;,,Και τα τρία
συναυλία,5,noun,24,Συμπληρώστε τα κενά βάζοντας τον σωστό τύπο του επιθέτου: • Η συναυλία του ………………..,,Τεύχη 1+2
συννεφάκια,5,noun,2,Συμπληρώστε τα «συννεφάκια» με τη φαντασία σας.,,Τεύχη 1+2
συνοπτική,5,noun,11,Διάβασε τη συνοπτική παρουσίαση του κεφαλαίου.,Λέξη από ασκήσεις ορθογραφίας / οικογένεια λέξεων στο βιβλίο.,Και τα τρία
συνοπτικός,5,noun,9,Αυτός ο χρόνος του ρήματος λέγεται συνοπτικός μέλλοντας.,Λέξη από ασκήσεις ορθογραφίας / οικογένεια λέξεων στο βιβλίο.,Και τα τρία
συχνά,5,noun,23,"Όταν θέλουμε να χαρακτηρίσουμε κάποιον, χρησιμοποιούμε συχνά επίθετα.",,Και τα τρία
σχολείο,5,noun,28,"Στο σχολείο έκανε παρέα με μερικούς συμμαθητές του, προ σφυγόπουλα σαν τον ίδιο.",,Και τα τρία
σχολείου,5,noun,21,Στο επόμενο τεύχος της εφημερίδας του σχολείου θα υπάρχει αφιέρωμα στη ζωή στο αγρόκτημα.,,Και τα τρία
σύνταξη,5,noun,11,Πώς μετατρέπουμε την παθητική σύνταξη σε ενεργητική  Το παθητικό ρήμα γίνεται ενεργητικό.,,Τεύχος 3
τάξη,5,noun,33,Συζητήστε στην τάξη: • Ποιος ενθαρρύνει και βοηθάει τις πολιτιστικές εκδηλώσεις και πώς;,,Και τα τρία
τέρμα,5,noun,14,"Ο Αλσέστ έτρωγε μπισκότα καθισμένος στο τέρμα του, αλλά δεν έδειχνε και πολύ…",,Και τα τρία
Τετάρτη,5,noun,6,Την Τετάρτη πάμε στη βιβλιοθήκη.,,Και τα τρία
τετράγωνο,5,noun,5,Το τετράγωνο έχει τέσσερις ίσες πλευρές.,,Και τα τρία
τηλεοπτικός,5,noun,2,Είδε ένα τηλεοπτικό ντοκιμαντέρ για τη φύση.,,Τεύχος 3
τηλεπαιχνίδια,5,noun,2,Τα τηλεπαιχνίδια κρατούν το ενδιαφέρον των θεατών.,,Τεύχος 3
τηλεόραση,5,noun,50,"Μη βλέπετε τηλεόραση στο μπαλκόνι σας, γιατί ο θόρυβος ενοχλεί τους γείτονες.",,Τεύχη 1+3
τι,5,other,174,τι θέλεις να φάμε;,,Και τα τρία
τιμές,5,noun,2,Οι τιμές των φρούτων ανέβηκαν.,,Τεύχος 3
τοποθετήστε,5,noun,6,τοποθετήστε το στη βιβλιοθήκη της τάξης σας.,,Τεύχη 1+2
Τουρκία,5,noun,1,Η Τουρκία είναι δίπλα στην Ελλάδα.,,Τεύχος 3
τρίγωνο,5,noun,7,Το τρίγωνο έχει τρεις πλευρές.,,Τεύχη 2+3
Τρίτη,5,noun,13,Την Τρίτη έχουμε γυμναστική.,,Και τα τρία
τραγούδια,5,noun,9,"Θεοδωράκη, ή τα τραγούδια της Σ.",,Και τα τρία
τρόπο,5,noun,34,Προσο χή: το αρσενικό και το θηλυκό κλίνονται με τον ίδιο τρόπο.,,Και τα τρία
τόσο,5,noun,27,"Τα ίδια το ήξεραν, αλλά τα δέ ντρα ένιωθαν τόσο διαφορετικά το χρόνο!",,Και τα τρία
υπάκουος,5,adjective,1,Ο υπάκουος μαθητής ακούει τη δασκάλα.,,Και τα τρία
υπάρχει,5,verb,36,Κοντά στο δεξαμενόπλοιο υπάρχει ακόμα μια πετρελαιοκηλίδα μήκους πέντε χιλιομέτρων.,,Και τα τρία
υπάρχουν,5,verb,36,Ποια φυτά και ποια ζώα υπάρχουν μέσα σ’ αυτό;,,Και τα τρία
υπήρχε,5,noun,13,υπήρχε η ώρα του φαγητού και η ώρα του ύπνου.,,Και τα τρία
υποθετικές,5,noun,5,Οι παραπάνω προτάσεις αρχίζουν με το εάν και το αν και λέγονται υποθετικές προτάσεις.,,Τεύχος 2
υποκείμενα,5,noun,5,Γράψτε τα ρήματα που είναι μαυρισμένα βάζοντας δίπλα τα υποκείμενα: Τα ντραμς χτυπούν…,,Τεύχος 2
υποκείμενο,5,noun,29,Τα ρήματα απαγορεύεται και επιτρέπεται έχουν ως υποκείμενο μια ολόκληρη πρόταση…,,Τεύχη 2+3
υψηλός,5,noun,2,Ο πύργος είναι πολύ υψηλός.,,Τεύχος 3
φήμη,5,noun,2,Η φήμη του αθλητή απλώθηκε παντού.,,Τεύχος 3
φίλοι,5,noun,25,"Σαραντίτη, [Οι φίλοι μας οι τσιγγάνοι], σελ.",,Και τα τρία
φίλος,5,noun,20,"Οι δρόμοι γεμίζουν νεο κλασικά σπίτια, κάθε πόρτα κι ένας φίλος!",,Τεύχη 1+3
φαίνεται,5,noun,20,"Εγώ έχω αγωνία γιατί δεν ξέρω πολλά πράγματα, αλλά ο Ιβ φαίνεται πο λύ έμπειρος.",,Τεύχη 2+3
φανερώνουν,5,verb,10,"Χρησιμοποιήστε τις λέξεις, τις φράσεις και τις προτάσεις που βρήκατε και που φανερώνουν…",,Τεύχη 1+2
Φεβρουάριος,5,noun,1,Τον Φεβρουάριος συχνά έχει κρύο.,,Τεύχος 2
φθινόπωρο,5,noun,1,Το φθινόπωρο μαζεύουμε φύλλα στην αυλή.,,Τεύχος 1
φιλιώ,5,verb,2,Η Φιλιώ έγραψε ένα γράμμα στη φίλη της.,,Τεύχος 3
φορά,5,noun,29,Το τρένο της Αθήνας λειτούργησε για πρώτη φορά το 1869.,,Και τα τρία
φορές,5,noun,23,Χρησιμοποίησα πολλές διαφορετικές λέξεις ή χρησιμοποίησα πολλές φορές τις ίδιες λέξεις;,,Και τα τρία
φώναξε,5,noun,14,Διαλέγω πρώτος την ομάδα μου!» φώναξε.,,Και τα τρία
χάνονται,5,noun,2,Χωρίς πυξίδα χάνονται εύκολα στο δάσος.,,Τεύχος 1
χειμώνας,5,noun,4,Τον χειμώνας φοράμε ζεστά ρούχα.,,Τεύχη 1+3
χρειάζεται,5,noun,16,Προσέχω όλα τα παρακάτω και διορθώνω όσα χρειάζεται.,,Και τα τρία
χρησιμοποίησα,5,verb,12,χρησιμοποίησα σωστά τις τελείες και τα κόμματα;,,Και τα τρία
χρησιμοποιούμε,5,verb,34,Με ποια έγκλιση χρησιμοποιούμε το δε(ν) και με ποια το μη(ν);,,Και τα τρία
χρησιμοποιούν,5,verb,18,Ποιες εικόνες χρησιμοποιούν οι ποιητές στα παραπάνω τραγούδια;,,Και τα τρία
χριστουγέννων,5,noun,9,Την παραμονή των χριστουγέννων ο Άντη καθόταν μόνος.,,Τεύχος 2
χριστούγεννα,5,noun,16,Πατάκη 24 Τα χριστούγεννα είναι μια γιορτή με έντονο το στοιχείο της παράδοσης.,,Τεύχος 2
χρονικές,5,noun,5,Οι χρονικές προτάσεις δείχνουν πότε γίνεται κάτι.,,Τεύχη 1+2
χρόνια,5,noun,51,Φανταστείτε ότι ζείτε εκατό χρόνια πριν από την εποχή μας και μιλάτε για τους ανεμόμυλους.,,Και τα τρία
χρόνο,5,noun,33,"Τα ίδια το ήξεραν, αλλά τα δέ ντρα ένιωθαν τόσο διαφορετικά το χρόνο!",,Και τα τρία
χρόνος,5,noun,20,Ο χρόνος περνά γρήγορα στις διακοπές.,,Τεύχη 1+2
χρώμα,5,noun,14,"Θυμάστε πώς κλίνονται τα επίθετα σε -ής που δηλώνουν χρώμα, όπως σταχτής;",,Και τα τρία
χτυπούν,5,verb,4,Γράψτε τα ρήματα που είναι μαυρισμένα βάζοντας δίπλα τα υποκείμενα: Τα ντραμς χτυπούν…,,Τεύχος 2
χωματόδρομοι,5,noun,2,Οι περισσό τεροι δρόμοι είναι χωματόδρομοι.,,Τεύχος 1
χώρο,5,noun,10,"Αφού μπείτε στο βαγόνι, προχωρήστε προς το κέντρο και αφήστε χώρο για τους υπόλοιπους…",,Και τα τρία
ωραία,5,noun,10,Σκεφτόμουν ότι θα ήταν πολύ ωραία συναυλία.,,Και τα τρία
ωραίο,5,adjective,2,Τι ωραίο σπίτι!,,Τεύχη 1+3
όνομα,5,noun,28,Μετά έρχεται το όνομα και η διεύθυνση του τοπικού σχολείου».,,Και τα τρία
όπου,5,noun,54,Βρείτε σε έναν χάρτη της Ευρώπης την περιοχή όπου βυθίστηκε το «Πρεστίζ».,,Και τα τρία
ώρες,5,noun,17,"Άνδρες και γυναίκες περνούσαν πολλές ώρες εκεί, ώσπου να ετοιμαστεί το αλεύρι τους.",,Και τα τρία
